seed,condition,label,score_manifold,score_naive
48,zz_scale_0.6,1,6.044171971846584,11.643328520910146
48,zz_scale_0.6,1,5.969619747262673,10.867904822927612
48,zz_scale_0.6,1,6.622476347873303,11.384868711862401
48,zz_scale_0.6,1,6.267338175680434,11.18058945969841
48,zz_scale_0.6,1,7.346715945286553,12.248164439010836
48,zz_scale_0.6,1,6.526386426867747,11.770343085037771
48,zz_scale_0.6,1,5.770900943409579,11.357135544012156
48,zz_scale_0.6,1,6.264490336250288,11.58598883516629
48,zz_scale_0.6,1,6.343795854854548,11.232038986592258
48,zz_scale_0.6,1,6.095041523901518,11.636714562190285
48,zz_scale_0.6,1,6.59033008473995,11.497894549526297
48,zz_scale_0.6,1,6.1161775406366035,11.685961821296791
48,zz_scale_1.0,1,6.224221577879216,12.349989956059993
48,zz_scale_1.0,1,6.7194164542925305,12.274429047779629
48,zz_scale_1.0,1,5.851907628369854,12.229434669043412
48,zz_scale_1.0,1,5.917638058693644,12.42627284407027
48,zz_scale_1.0,1,6.5732100814522445,11.936385409868755
48,zz_scale_1.0,1,6.696373985956483,13.212715105697594
48,zz_scale_1.0,1,6.866074146227259,12.66461436237134
48,zz_scale_1.0,1,6.599289764065973,12.591629295623923
48,zz_scale_1.0,1,5.908925133921469,11.778893476140867
48,zz_scale_1.0,1,6.732130441863754,12.572620343098617
48,zz_scale_1.0,1,6.5083434342484345,12.635269004322954
48,zz_scale_1.0,1,6.364271297303588,12.081097070570586
48,zz_scale_1.0,1,6.57810948122662,12.206846310215571
48,zz_scale_1.0,1,6.826796685764852,12.142540354939749
48,zz_scale_1.0,1,6.721026187189065,12.262660650898015
48,z_only,1,5.892848526077171,12.354498393483754
48,z_only,1,5.736187713205754,12.144903857523536
48,z_only,1,5.394538034681925,11.444445860406459
48,z_only,1,6.442442764520137,12.394168816677686
48,z_only,1,6.150553312738291,12.163083827532377
48,z_only,1,6.53142657371241,12.271087111904544
48,z_only,1,6.293541966662297,12.676189946232771
48,z_only,1,6.419345938890727,12.141050642096717
48,z_only,1,6.035329091676202,11.889523944332552
48,z_only,1,6.019673169521202,12.444935410840491
48,z_only,1,6.15084872364302,12.290250017010154
48,z_only,1,5.442485273135879,11.698665898112734
48,z_only,1,5.983675424254271,12.169692612624658
48,z_only,1,5.712741861663529,12.515338792127313
48,z_only,1,5.985712775988184,12.048824509522149
49,clean,0,4.115045739654304,9.380680845945799
49,clean,0,4.271319779128976,9.055528954563925
49,clean,0,3.594645390713131,10.066947436599007
49,clean,0,4.261760695567062,9.545081994208353
49,clean,0,4.143369528956266,9.25532319476731
49,clean,0,3.885588493070655,9.145025188784134
49,clean,0,3.84326136419638,9.726774642175961
49,clean,0,3.340558793783384,8.734692053584142
49,clean,0,3.754168930598851,8.91756063994579
49,clean,0,4.361906243791254,9.223085290388067
49,clean,0,4.539223304810222,8.820691645004182
49,clean,0,3.4608587671784856,9.220427006823337
49,clean,0,3.4756594066855984,8.529440405787465
49,clean,0,3.7977240575964255,9.007670302615184
49,clean,0,3.7486059571455446,9.90287145935385
49,zz_scale_0.05,1,3.952090172875823,9.24853074323466
49,zz_scale_0.05,1,4.06026816842991,8.944830573068536
49,zz_scale_0.05,1,4.039998957777964,9.34722464600633
49,zz_scale_0.05,1,3.9905557262975235,8.721139774654937
49,zz_scale_0.05,1,3.8967092535596124,8.51369201983483
49,zz_scale_0.05,1,3.8152768896773077,8.97634179931603
49,zz_scale_0.05,1,3.8887440676141134,9.587161414609408
49,zz_scale_0.05,1,3.5455695970373786,9.144319121476915
49,zz_scale_0.05,1,4.029708031283268,8.616695472806226
49,zz_scale_0.05,1,3.941012226927828,9.309137466456784
49,zz_scale_0.05,1,4.143478960897566,8.481771182444488
49,zz_scale_0.05,1,4.091341276351946,9.20542575688796
49,zz_scale_0.05,1,4.013490896331511,9.132133937024193
49,zz_scale_0.05,1,3.8002713082220145,8.90740800536814
49,zz_scale_0.05,1,3.687434710674286,9.211272333733577
49,zz_scale_0.15,1,4.194128902918443,9.735954939859383
49,zz_scale_0.15,1,4.169833443114836,9.459449039742957
49,zz_scale_0.15,1,4.944840508407112,10.409536348467329
49,zz_scale_0.15,1,4.6730228560053195,9.314092204494388
49,zz_scale_0.15,1,4.239355778481666,9.783295893140329
49,zz_scale_0.15,1,4.798166957677444,10.167261153012738
49,zz_scale_0.15,1,4.58648071491164,9.851743883729743
49,zz_scale_0.15,1,4.503275088548618,9.103797470674165
49,zz_scale_0.15,1,4.646845507589385,9.367263233979555
49,zz_scale_0.15,1,4.108708449459513,9.997415518065566
49,zz_scale_0.15,1,4.6440004417860345,9.11406091479511
49,zz_scale_0.15,1,4.695732765137134,9.960410196529697
49,zz_scale_0.15,1,4.59341880613576,9.571341665525535
49,zz_scale_0.15,1,4.585332090286506,9.462165577640183
49,zz_scale_0.15,1,4.086829639443727,10.095668250943097
49,zz_scale_0.3,1,5.104849862985088,10.867084800996754
49,zz_scale_0.3,1,5.216921303805719,10.442120697546478
49,zz_scale_0.3,1,5.989985502864856,11.35752356944975
49,zz_scale_0.3,1,5.416429654943506,11.192438188520724
49,zz_scale_0.3,1,5.333184373628064,10.828076966764028
49,zz_scale_0.3,1,5.705459182540566,11.275260076783278
49,zz_scale_0.3,1,4.913082869075485,10.93727526222136
49,zz_scale_0.3,1,5.361847913022513,10.041557671804188
49,zz_scale_0.3,1,5.747435212478211,10.585209996340609
49,zz_scale_0.3,1,5.671169815982788,9.818527752945542
49,zz_scale_0.3,1,6.00294876012809,10.8256347828064
49,zz_scale_0.3,1,4.865835241642084,10.639417509640941
49,zz_scale_0.3,1,5.38092582008071,10.576311208985414
49,zz_scale_0.3,1,6.236120036295781,11.02501067136677
49,zz_scale_0.3,1,5.321968775766621,10.662788157941499
49,zz_scale_0.6,1,6.371356583369901,12.846672073660372
49,zz_scale_0.6,1,6.275814207885512,12.383968943790338
49,zz_scale_0.6,1,6.767194845293828,13.536320151145254
49,zz_scale_0.6,1,6.677315445663563,13.024902671098413
49,zz_scale_0.6,1,6.039258630999868,12.423116878895106
49,zz_scale_0.6,1,6.009573234871086,13.040939106165267
49,zz_scale_0.6,1,6.1092164264010815,12.609196416969564
49,zz_scale_0.6,1,5.797185662477759,12.513398458416871
49,zz_scale_0.6,1,6.0275196395830895,12.786242149693015
49,zz_scale_0.6,1,6.241482717335394,12.481717268532327
49,zz_scale_0.6,1,6.413767629714566,12.604398915459393
49,zz_scale_0.6,1,5.979220601893272,12.775669868953266
49,zz_scale_0.6,1,5.711134420591049,12.922971266865495
49,zz_scale_0.6,1,6.532761061284433,13.396112194522733
49,zz_scale_0.6,1,5.808797068153956,12.978951633130826
49,zz_scale_1.0,1,6.221498858328487,12.973512513454441
49,zz_scale_1.0,1,5.8263023975760655,12.64713038217639
49,zz_scale_1.0,1,6.694658479953697,13.1169888329951
49,zz_scale_1.0,1,6.275132767709648,13.034939755112886
49,zz_scale_1.0,1,5.292429171559399,12.715308266618774
49,zz_scale_1.0,1,6.169999557750345,13.447959902285225
49,zz_scale_1.0,1,6.010791744824681,13.025242720028249
49,zz_scale_1.0,1,5.930442206186367,12.672628305364237
49,zz_scale_1.0,1,5.825732240172762,13.130048891539115
49,zz_scale_1.0,1,5.793630115069773,12.98664762697527
49,zz_scale_1.0,1,5.643467707443294,12.347507151823645
49,zz_scale_1.0,1,5.976596007086822,13.027470063338637
49,zz_scale_1.0,1,5.79838209685025,12.85663726430884
49,zz_scale_1.0,1,6.612879477190151,13.465645819512366
49,zz_scale_1.0,1,5.592764903254973,12.919906446732455
49,z_only,1,6.461934636562901,13.865407009071113
