state_id,variant_type,variant_id,j_star_C,margin_C,R_manifold,agrees_with_original
bloodmnist_seed47_after,theta_eps0.001,3,167,0.09209576747266307,0.34509113065671515,True
bloodmnist_seed47_after,theta_eps0.001,4,167,0.0833926237664061,0.34474317697112156,True
bloodmnist_seed47_after,theta_eps0.01,0,167,0.07656718230841253,0.34392458054915287,True
bloodmnist_seed47_after,theta_eps0.01,1,167,0.06870611046885594,0.3432111154949008,True
bloodmnist_seed47_after,theta_eps0.01,2,167,0.10260981942030045,0.3523558167007496,True
bloodmnist_seed47_after,theta_eps0.01,3,167,0.09929819560841713,0.3491862249255875,True
bloodmnist_seed47_after,theta_eps0.01,4,167,0.045473733330691546,0.34565702532828296,True
bloodmnist_seed48_before,x_ref,1,129,0.1841410275355016,0.3743576685645211,False
bloodmnist_seed48_before,x_ref,2,133,0.04531066736228556,0.29067279242696675,False
bloodmnist_seed48_before,x_ref,3,210,0.0959616760618201,0.3524897100822525,False
bloodmnist_seed48_before,x_ref,4,196,0.016902871610352477,0.3734885644459208,False
bloodmnist_seed48_before,theta_eps0.001,0,106,0.07059069757234848,0.2816770257850927,True
bloodmnist_seed48_before,theta_eps0.001,1,106,0.06845774218643536,0.2813867681710161,True
bloodmnist_seed48_before,theta_eps0.001,2,106,0.06203253829295324,0.28189486872239417,True
bloodmnist_seed48_before,theta_eps0.001,3,106,0.06716376170078686,0.2827173853011275,True
bloodmnist_seed48_before,theta_eps0.001,4,106,0.0628364689580379,0.2812840508106107,True
bloodmnist_seed48_before,theta_eps0.01,0,106,0.1103306879205177,0.2849332462632599,True
bloodmnist_seed48_before,theta_eps0.01,1,106,0.05751157415237085,0.2831621147114533,True
bloodmnist_seed48_before,theta_eps0.01,2,106,0.007797891259507861,0.288778044383899,True
bloodmnist_seed48_before,theta_eps0.01,3,106,0.06292355940290723,0.2938540667425587,True
bloodmnist_seed48_before,theta_eps0.01,4,106,0.045031890524596,0.28104455168069536,True
bloodmnist_seed48_after,x_ref,1,239,0.17984077272072507,0.25528450784233775,True
bloodmnist_seed48_after,x_ref,2,90,0.010721204472331547,0.2730641521765248,False
bloodmnist_seed48_after,x_ref,3,37,0.002139692069556609,0.26304607548807907,False
bloodmnist_seed48_after,x_ref,4,64,0.19450129040385153,0.2147805289086657,False
bloodmnist_seed48_after,theta_eps0.001,0,239,0.046539263923525975,0.2798346422612808,True
bloodmnist_seed48_after,theta_eps0.001,1,239,0.048821292365168134,0.28049258903517715,True
bloodmnist_seed48_after,theta_eps0.001,2,239,0.04914665254180395,0.2803423171903896,True
bloodmnist_seed48_after,theta_eps0.001,3,239,0.05057121625311434,0.2832549000906554,True
bloodmnist_seed48_after,theta_eps0.001,4,239,0.04897398189179464,0.2807419522476909,True
bloodmnist_seed48_after,theta_eps0.01,0,239,0.02419968502923997,0.27125172303950984,True
bloodmnist_seed48_after,theta_eps0.01,1,239,0.028671332080044964,0.2788976666604193,True
bloodmnist_seed48_after,theta_eps0.01,2,239,0.04954067259331385,0.2764297702380266,True
bloodmnist_seed48_after,theta_eps0.01,3,239,0.0483492533572778,0.3022612068751693,True
