seed,noise_p,condition,label,delta_pilot
42,0.02,clean,0,3.462293784030111
42,0.02,clean,0,4.02661855013268
42,0.02,clean,0,3.8299246479685802
42,0.02,clean,0,3.7224309139209644
42,0.02,clean,0,3.9803192263021887
42,0.02,clean,0,3.9367384830624332
42,0.02,clean,0,3.535279413769103
42,0.02,clean,0,4.059754860571076
42,0.02,clean,0,3.868231511053578
42,0.02,clean,0,4.101669873745392
42,0.02,zz_full,1,5.910216601722064
42,0.02,zz_full,1,5.22727854033579
42,0.02,zz_full,1,5.874473517956194
42,0.02,zz_full,1,6.393377931796853
42,0.02,zz_full,1,5.709652005650896
42,0.02,zz_full,1,5.654459871296982
42,0.02,zz_full,1,6.023184391947042
42,0.02,zz_full,1,5.5462183951555994
42,0.02,zz_full,1,5.875222869422093
42,0.02,zz_full,1,5.989124109225428
42,0.02,zz_full,1,6.091568509531849
42,0.02,zz_full,1,6.100360992524563
42,0.02,zz_full,1,5.566894531609431
42,0.02,zz_full,1,6.2782366009479045
42,0.02,zz_full,1,6.537241882328522
42,0.02,z_only,1,6.0206460392955785
42,0.02,z_only,1,6.548010859316639
42,0.02,z_only,1,6.19766899353093
42,0.02,z_only,1,6.152730045793652
42,0.02,z_only,1,6.323038817620933
42,0.02,z_only,1,6.258387997984825
42,0.02,z_only,1,5.090042792952283
42,0.02,z_only,1,6.678879063798922
42,0.02,z_only,1,6.639061965187835
42,0.02,z_only,1,6.390395171781131
42,0.02,z_only,1,6.396660842866926
42,0.02,z_only,1,6.296843654380204
42,0.02,z_only,1,6.3106840123442955
42,0.02,z_only,1,6.8490723256587565
42,0.02,z_only,1,6.2732101166669
42,0.05,clean,0,3.5055301519325353
42,0.05,clean,0,3.9864179152397337
42,0.05,clean,0,4.55285654817842
42,0.05,clean,0,4.219058405999283
42,0.05,clean,0,4.075660276850179
42,0.05,clean,0,3.6320813258709874
42,0.05,clean,0,3.8677503282897496
42,0.05,clean,0,3.442563101146188
42,0.05,clean,0,3.903768840973489
42,0.05,clean,0,3.7803062552414013
42,0.05,clean,0,4.081417188036107
42,0.05,clean,0,3.8090755248931942
42,0.05,clean,0,3.9507352028605656
42,0.05,clean,0,3.817514202596953
42,0.05,clean,0,4.016714924775801
42,0.05,zz_full,1,5.899032074392901
42,0.05,zz_full,1,5.406896121534216
42,0.05,zz_full,1,5.735427881217889
42,0.05,zz_full,1,6.103053562197855
42,0.05,zz_full,1,6.257326399952107
42,0.05,zz_full,1,6.191155911701344
42,0.05,zz_full,1,5.733864517564052
42,0.05,zz_full,1,5.940089234444978
42,0.05,zz_full,1,5.846079751639353
42,0.05,zz_full,1,5.49335747346511
42,0.05,zz_full,1,5.443923939498184
42,0.05,zz_full,1,6.8050599122841
42,0.05,zz_full,1,5.543930227976216
42,0.05,zz_full,1,5.776198754293748
42,0.05,zz_full,1,6.665967325567573
42,0.05,z_only,1,6.160792489264353
42,0.05,z_only,1,6.2609354781047415
42,0.05,z_only,1,6.368788130996666
42,0.05,z_only,1,6.102496792532121
42,0.05,z_only,1,6.59614162271937
42,0.05,z_only,1,6.185377994884537
42,0.05,z_only,1,6.170336149212203
42,0.05,z_only,1,7.01655211323713
42,0.05,z_only,1,6.124996950723136
42,0.05,z_only,1,6.6952591206209435
42,0.05,z_only,1,6.968371057468672
42,0.05,z_only,1,6.795227321059307
42,0.05,z_only,1,6.470825900859244
42,0.05,z_only,1,6.439422622982727
42,0.05,z_only,1,6.30240526127688
42,0.1,clean,0,3.4167065613948404
42,0.1,clean,0,4.282443363760224
42,0.1,clean,0,3.849955786228764
42,0.1,clean,0,3.816229069261757
42,0.1,clean,0,4.017602087722757
42,0.1,clean,0,3.953683000357468
42,0.1,clean,0,4.503187019623564
42,0.1,clean,0,3.7595062326973676
42,0.1,clean,0,3.7588351010278847
42,0.1,clean,0,4.284831207836734
42,0.1,clean,0,4.242783433375986
42,0.1,clean,0,3.8783096144078204
42,0.1,clean,0,3.999310008014018
42,0.1,clean,0,3.9954400723385075
42,0.1,clean,0,3.6279972458649823
42,0.1,zz_full,1,5.458892435775994
42,0.1,zz_full,1,5.662714950635231
42,0.1,zz_full,1,5.662061016883068
42,0.1,zz_full,1,5.807406709898413
42,0.1,zz_full,1,5.724819247472716
42,0.1,zz_full,1,5.565047028295362
42,0.1,zz_full,1,5.724318640202094
42,0.1,zz_full,1,6.584370397319335
42,0.1,zz_full,1,5.931712401371987
42,0.1,zz_full,1,6.257712131462119
42,0.1,zz_full,1,6.09970554684032
42,0.1,zz_full,1,6.021999758490477
42,0.1,zz_full,1,6.218351521831742
42,0.1,zz_full,1,5.868296773907907
42,0.1,zz_full,1,6.02863519601306
42,0.1,z_only,1,6.105158781688848
42,0.1,z_only,1,5.299246598269647
42,0.1,z_only,1,6.074478690739204
42,0.1,z_only,1,6.334389915603089
42,0.1,z_only,1,6.69686197822716
42,0.1,z_only,1,6.002809246363669
42,0.1,z_only,1,6.569184629544051
42,0.1,z_only,1,5.868402683258298
42,0.1,z_only,1,6.407516901196885
42,0.1,z_only,1,6.237367762712275
42,0.1,z_only,1,5.902933933513279
42,0.1,z_only,1,6.419771856655009
42,0.1,z_only,1,6.1567965080213405
42,0.1,z_only,1,6.437553764118155
42,0.1,z_only,1,6.1700841390016015
43,0.0,clean,0,3.505363384692456
43,0.0,clean,0,3.824006486227399
43,0.0,clean,0,3.8048538826831293
43,0.0,clean,0,3.147132026829496
43,0.0,clean,0,4.025525043745718
43,0.0,clean,0,3.863785464815601
43,0.0,clean,0,4.072352857744308
43,0.0,clean,0,3.614447147622927
43,0.0,clean,0,3.5507598541034144
43,0.0,clean,0,3.514895903832039
43,0.0,clean,0,4.034126718076938
43,0.0,clean,0,4.1220215419368085
43,0.0,clean,0,3.642964344658617
43,0.0,clean,0,4.135753109395535
43,0.0,clean,0,3.6377586986114863
43,0.0,zz_full,1,6.580589731507171
43,0.0,zz_full,1,6.792892304004654
43,0.0,zz_full,1,6.998356516084779
43,0.0,zz_full,1,6.366522555525355
43,0.0,zz_full,1,6.187760298325867
43,0.0,zz_full,1,6.5505119098290105
43,0.0,zz_full,1,6.1588933430525055
43,0.0,zz_full,1,6.603023839379233
43,0.0,zz_full,1,6.354136131634836
43,0.0,zz_full,1,6.317910191444841
43,0.0,zz_full,1,5.744698111222813
43,0.0,zz_full,1,6.2249685099786305
43,0.0,zz_full,1,5.552525289198216
43,0.0,zz_full,1,6.4977193979330545
43,0.0,zz_full,1,6.031830674728326
43,0.0,z_only,1,6.021799464724235
43,0.0,z_only,1,6.069520372432834
43,0.0,z_only,1,5.714230222302543
43,0.0,z_only,1,5.619668797791014
43,0.0,z_only,1,5.822093174140202
43,0.0,z_only,1,6.093129728313123
43,0.0,z_only,1,5.444832457985011
43,0.0,z_only,1,5.747433948866578
43,0.0,z_only,1,6.37370432030562
43,0.0,z_only,1,5.135474186823506
43,0.0,z_only,1,5.522965702192873
43,0.0,z_only,1,5.859557583449998
43,0.0,z_only,1,5.592245569190162
43,0.0,z_only,1,5.898424212049036
43,0.0,z_only,1,5.384546336870045
43,0.01,clean,0,3.291376497324556
43,0.01,clean,0,3.362002785258899
43,0.01,clean,0,4.332613159154107
43,0.01,clean,0,3.899190342549877
43,0.01,clean,0,4.241314234380126
