seed,damping_g,condition,label,delta_pilot
42,0.01,zz_full,1,6.14388394626912
42,0.01,zz_full,1,6.203769916012994
42,0.01,zz_full,1,6.385481006104095
42,0.01,zz_full,1,6.154339412735958
42,0.01,zz_full,1,5.941503469720269
42,0.01,zz_full,1,6.147567992369263
42,0.01,zz_full,1,6.231754230860699
42,0.01,zz_full,1,6.762174845133886
42,0.01,zz_full,1,5.99632099357234
42,0.01,zz_full,1,5.8258581607406486
42,0.01,z_only,1,7.15143556212317
42,0.01,z_only,1,5.882124202389261
42,0.01,z_only,1,5.692914612460152
42,0.01,z_only,1,5.8248717306479385
42,0.01,z_only,1,6.282844519783749
42,0.01,z_only,1,5.930197040126842
42,0.01,z_only,1,6.090137714348045
42,0.01,z_only,1,6.443946855616695
42,0.01,z_only,1,7.17712218114561
42,0.01,z_only,1,6.025761900434803
42,0.01,z_only,1,6.90651196758335
42,0.01,z_only,1,6.336316312058837
42,0.01,z_only,1,6.258575144656493
42,0.01,z_only,1,6.86682132062935
42,0.01,z_only,1,6.497061958193231
42,0.02,clean,0,4.541619247611809
42,0.02,clean,0,3.635827557463774
42,0.02,clean,0,4.163986366534937
42,0.02,clean,0,4.25274430369196
42,0.02,clean,0,4.0283365853292095
42,0.02,clean,0,3.7749159294591963
42,0.02,clean,0,4.111639786717377
42,0.02,clean,0,3.9404944901784313
42,0.02,clean,0,3.938659814676096
42,0.02,clean,0,4.499408121829465
42,0.02,clean,0,3.1423018773100013
42,0.02,clean,0,4.007013294037076
42,0.02,clean,0,4.18365115698534
42,0.02,clean,0,3.665699195043172
42,0.02,clean,0,3.6908061535358074
42,0.02,zz_full,1,5.565392567723359
42,0.02,zz_full,1,5.9488882664363425
42,0.02,zz_full,1,6.410587549433786
42,0.02,zz_full,1,5.625426017657282
42,0.02,zz_full,1,6.075905802867197
42,0.02,zz_full,1,5.648493000665657
42,0.02,zz_full,1,5.639934979263291
42,0.02,zz_full,1,5.98735240313251
42,0.02,zz_full,1,5.971630761920358
42,0.02,zz_full,1,5.588133367397672
42,0.02,zz_full,1,6.015545710684367
42,0.02,zz_full,1,5.782766555473991
42,0.02,zz_full,1,5.797691698795793
42,0.02,zz_full,1,5.62110799891401
42,0.02,zz_full,1,5.510730240827773
42,0.02,z_only,1,6.3592282464293435
42,0.02,z_only,1,6.536558573425237
42,0.02,z_only,1,6.434666343477273
42,0.02,z_only,1,5.994333514304386
42,0.02,z_only,1,6.878899467529795
42,0.02,z_only,1,6.0779211351868785
42,0.02,z_only,1,6.26865049868813
42,0.02,z_only,1,6.037760590510001
42,0.02,z_only,1,6.288102489199036
42,0.02,z_only,1,6.374132872613815
42,0.02,z_only,1,5.81901887540447
42,0.02,z_only,1,5.927838269596482
42,0.02,z_only,1,5.3826118241372525
42,0.02,z_only,1,6.425969601024847
42,0.02,z_only,1,6.045707358387438
42,0.05,clean,0,3.3928655188660737
42,0.05,clean,0,4.422715755712609
42,0.05,clean,0,3.515661968705892
42,0.05,clean,0,4.293475929287925
42,0.05,clean,0,3.4432624025970133
42,0.05,clean,0,3.980763303719167
42,0.05,clean,0,3.590691129118246
42,0.05,clean,0,3.464832236456779
42,0.05,clean,0,4.453961120074769
42,0.05,clean,0,4.239847644743997
42,0.05,clean,0,4.112652232218468
42,0.05,clean,0,4.1629720850147525
42,0.05,clean,0,4.604965236934965
42,0.05,clean,0,4.263246019755881
42,0.05,clean,0,3.8378404612900336
42,0.05,zz_full,1,5.985495039780998
42,0.05,zz_full,1,6.2669466027845715
42,0.05,zz_full,1,5.506236739248255
42,0.05,zz_full,1,5.941342837435341
42,0.05,zz_full,1,5.795390012236439
42,0.05,zz_full,1,5.139984986306103
42,0.05,zz_full,1,6.023957442867298
42,0.05,zz_full,1,6.405874174316585
42,0.05,zz_full,1,5.647662226188036
42,0.05,zz_full,1,6.261412248738745
42,0.05,zz_full,1,5.816339363482668
42,0.05,zz_full,1,6.433293047154274
42,0.05,zz_full,1,6.455732547421072
42,0.05,zz_full,1,6.429624991652874
42,0.05,zz_full,1,5.789248838306364
42,0.05,z_only,1,6.019658168858125
42,0.05,z_only,1,5.971182975329634
42,0.05,z_only,1,6.082147891963158
42,0.05,z_only,1,5.778018609514945
42,0.05,z_only,1,6.168320599277718
42,0.05,z_only,1,5.707459020768539
42,0.05,z_only,1,5.917161665881532
42,0.05,z_only,1,5.708182366308484
42,0.05,z_only,1,6.028147848960273
42,0.05,z_only,1,5.775338747228888
42,0.05,z_only,1,5.29130694362772
42,0.05,z_only,1,6.351651010653542
42,0.05,z_only,1,6.5468684995011674
42,0.05,z_only,1,6.087816618661166
42,0.05,z_only,1,6.236639868658567
42,0.1,clean,0,4.034909792176106
42,0.1,clean,0,4.326826402289295
42,0.1,clean,0,3.917058121783263
42,0.1,clean,0,4.2914490813846555
42,0.1,clean,0,4.256089458717114
42,0.1,clean,0,3.6231770090689355
42,0.1,clean,0,3.899233735073068
42,0.1,clean,0,3.8442074069531875
42,0.1,clean,0,3.9121848482471173
42,0.1,clean,0,3.867379946522813
42,0.1,clean,0,3.665685241862198
42,0.1,clean,0,4.574185468046222
42,0.1,clean,0,3.5612665083857857
42,0.1,clean,0,4.6018217200592595
42,0.1,clean,0,3.9027909210028433
42,0.1,zz_full,1,5.464674047512551
42,0.1,zz_full,1,5.89312115314826
42,0.1,zz_full,1,5.480821203501568
42,0.1,zz_full,1,5.26372127693853
42,0.1,zz_full,1,6.070219609406786
42,0.1,zz_full,1,4.780216655150313
42,0.1,zz_full,1,5.727663709875182
42,0.1,zz_full,1,6.237743249274807
42,0.1,zz_full,1,5.550940636135522
42,0.1,zz_full,1,5.043051233231844
42,0.1,zz_full,1,5.457760265653747
42,0.1,zz_full,1,6.335634986535653
42,0.1,zz_full,1,5.474651885366862
42,0.1,zz_full,1,5.138545703936345
42,0.1,zz_full,1,5.528781962040424
42,0.1,z_only,1,5.588914566530731
42,0.1,z_only,1,5.867870121989266
42,0.1,z_only,1,5.829374236093641
42,0.1,z_only,1,5.990495993872587
42,0.1,z_only,1,6.340980195991297
42,0.1,z_only,1,5.612374524093949
42,0.1,z_only,1,6.095737932645324
42,0.1,z_only,1,5.858855840933091
42,0.1,z_only,1,6.284297073296763
42,0.1,z_only,1,6.136508302871352
42,0.1,z_only,1,6.74813436688068
42,0.1,z_only,1,6.107846701904668
42,0.1,z_only,1,6.158598782587948
42,0.1,z_only,1,5.855948164049138
42,0.1,z_only,1,5.7165983504573425
43,0.0,clean,0,3.9369881095928116
43,0.0,clean,0,4.142469650816291
43,0.0,clean,0,3.42661819940354
43,0.0,clean,0,3.8107939339619525
43,0.0,clean,0,4.126039824288462
43,0.0,clean,0,3.918489269928273
43,0.0,clean,0,4.281301716026557
43,0.0,clean,0,3.708645812987914
43,0.0,clean,0,3.606497443263205
43,0.0,clean,0,3.6033004315063115
43,0.0,clean,0,3.87019255987219
43,0.0,clean,0,4.151124835911685
43,0.0,clean,0,4.063354315962828
43,0.0,clean,0,3.2746170980382243
43,0.0,clean,0,3.9761822418038935
43,0.0,zz_full,1,6.363071465431386
43,0.0,zz_full,1,5.636823042638476
43,0.0,zz_full,1,5.382042641789387
43,0.0,zz_full,1,6.499658178009325
43,0.0,zz_full,1,6.037163217475438
43,0.0,zz_full,1,6.417356961026404
43,0.0,zz_full,1,6.387071737185128
43,0.0,zz_full,1,6.6762425838908515
43,0.0,zz_full,1,6.278788319933884
43,0.0,zz_full,1,5.985549603179587
43,0.0,zz_full,1,6.325276387577288
43,0.0,zz_full,1,5.996906685159801
43,0.0,zz_full,1,5.896004523290228
43,0.0,zz_full,1,6.2718436067325305
43,0.0,zz_full,1,5.882215794958775
43,0.0,z_only,1,5.769452177094877
43,0.0,z_only,1,5.099450808833414
43,0.0,z_only,1,6.303528320842072
43,0.0,z_only,1,6.006597245355101
43,0.0,z_only,1,5.994246493596479
43,0.0,z_only,1,6.187147952570102
43,0.0,z_only,1,5.697985687943274
43,0.0,z_only,1,6.285640333901103
43,0.0,z_only,1,5.9992698391446355
43,0.0,z_only,1,5.306510757258646
43,0.0,z_only,1,6.065555760387576
43,0.0,z_only,1,5.597251389887292
43,0.0,z_only,1,6.213321483023124
43,0.0,z_only,1,5.927050063013614
43,0.0,z_only,1,5.853535979282887
43,0.01,clean,0,3.8684437652470494
43,0.01,clean,0,3.969866070907349
43,0.01,clean,0,4.02166126358423
43,0.01,clean,0,3.817383796760535
43,0.01,clean,0,4.690610962052376
43,0.01,clean,0,3.362893567799115
43,0.01,clean,0,3.4870667313987243
43,0.01,clean,0,4.1069822114596715
43,0.01,clean,0,3.6174141913278524
43,0.01,clean,0,4.099188070983904
43,0.01,clean,0,3.788944451967156
43,0.01,clean,0,3.440613913792687
43,0.01,clean,0,3.789860997707717
43,0.01,clean,0,3.590839136704718
43,0.01,clean,0,3.7202307806834143
43,0.01,zz_full,1,6.490909461046516
43,0.01,zz_full,1,6.204384406990014
43,0.01,zz_full,1,6.19071776372653
43,0.01,zz_full,1,5.430676686615477
43,0.01,zz_full,1,5.721905930597665
43,0.01,zz_full,1,5.983257696560157
43,0.01,zz_full,1,5.894579033681113
43,0.01,zz_full,1,5.961460193918618
43,0.01,zz_full,1,5.384692903671817
43,0.01,zz_full,1,5.433679026107582
43,0.01,zz_full,1,6.0635417908930025
43,0.01,zz_full,1,6.392162310054795
43,0.01,zz_full,1,5.85910401413135
43,0.01,zz_full,1,6.029554884129677
43,0.01,zz_full,1,6.042812391392932
43,0.01,z_only,1,5.956710406840278
43,0.01,z_only,1,5.899342251949999
43,0.01,z_only,1,5.942697788550678
43,0.01,z_only,1,5.410569775019705
43,0.01,z_only,1,6.1354427931733815
43,0.01,z_only,1,5.775833091083386
43,0.01,z_only,1,6.122852208257549
43,0.01,z_only,1,5.480994747654965
43,0.01,z_only,1,5.985524355840279
43,0.01,z_only,1,5.934419622338207
43,0.01,z_only,1,5.548353547742787
43,0.01,z_only,1,5.591776817433568
43,0.01,z_only,1,5.548951166220869
43,0.01,z_only,1,5.881067833663601
43,0.01,z_only,1,6.224662751956027
43,0.02,clean,0,3.884659954190417
43,0.02,clean,0,3.6793251697422336
43,0.02,clean,0,4.193771267022119
43,0.02,clean,0,4.049008829298634
43,0.02,clean,0,3.5953727188521047
43,0.02,clean,0,3.97402347961101
43,0.02,clean,0,3.7756818789898356
43,0.02,clean,0,3.6511220323782543
43,0.02,clean,0,3.4210687455141606
43,0.02,clean,0,3.556703072956947
43,0.02,clean,0,3.7276052473376984
43,0.02,clean,0,3.8048320083794853
43,0.02,clean,0,3.8687128587164965
43,0.02,clean,0,3.7031570644665828
43,0.02,clean,0,3.8701698193146097
43,0.02,zz_full,1,5.908333854607385
43,0.02,zz_full,1,5.771203459094317
43,0.02,zz_full,1,5.730227051413968
43,0.02,zz_full,1,5.421342966270242
43,0.02,zz_full,1,6.616281632148873
43,0.02,zz_full,1,6.348395320987494
43,0.02,zz_full,1,6.170450006268077
43,0.02,zz_full,1,5.594012457451737
43,0.02,zz_full,1,5.457303142664433
43,0.02,zz_full,1,6.058209098248008
43,0.02,zz_full,1,6.733604153410887
43,0.02,zz_full,1,6.313561524894819
43,0.02,zz_full,1,5.758114332884927
