seed,damping_g,zz_scale,condition,label,delta_pilot
51,0.05,,clean,0,5.3102702226387075
51,0.05,,clean,0,6.111669497744916
51,0.05,,clean,0,5.437903499894114
51,0.05,,clean,0,5.531386911143212
51,0.05,,clean,0,5.552322103501764
51,0.05,,clean,0,5.200025999061472
51,0.05,,clean,0,6.315350564642981
51,0.05,,clean,0,5.767920280553856
51,0.05,0.05,zz_scale_0.05,1,5.861880756912584
51,0.05,0.05,zz_scale_0.05,1,6.090310473051599
51,0.05,0.05,zz_scale_0.05,1,5.606221679803602
51,0.05,0.05,zz_scale_0.05,1,5.7702931678990375
51,0.05,0.05,zz_scale_0.05,1,6.04624439097973
51,0.05,0.05,zz_scale_0.05,1,5.234518279255327
51,0.05,0.05,zz_scale_0.05,1,6.075719816404576
51,0.05,0.05,zz_scale_0.05,1,6.1525454977001335
51,0.05,0.05,zz_scale_0.05,1,5.92263312662595
51,0.05,0.05,zz_scale_0.05,1,6.525665919346543
51,0.05,0.05,zz_scale_0.05,1,6.384116579713478
51,0.05,0.05,zz_scale_0.05,1,6.119910498514333
51,0.05,0.05,zz_scale_0.05,1,5.659031703984325
51,0.05,0.05,zz_scale_0.05,1,5.86798636447387
51,0.05,0.05,zz_scale_0.05,1,5.748134659457516
51,0.05,0.15,zz_scale_0.15,1,5.705794941561193
51,0.05,0.15,zz_scale_0.15,1,6.837055064643746
51,0.05,0.15,zz_scale_0.15,1,5.9521919038507125
51,0.05,0.15,zz_scale_0.15,1,6.521108185027855
51,0.05,0.15,zz_scale_0.15,1,6.191023505883703
51,0.05,0.15,zz_scale_0.15,1,6.5124665785008045
51,0.05,0.15,zz_scale_0.15,1,6.243193805706652
51,0.05,0.15,zz_scale_0.15,1,6.759939179106461
51,0.05,0.15,zz_scale_0.15,1,6.017435993932419
51,0.05,0.15,zz_scale_0.15,1,7.105648237823559
51,0.05,0.15,zz_scale_0.15,1,6.689625901595694
51,0.05,0.15,zz_scale_0.15,1,6.940505032757582
51,0.05,0.15,zz_scale_0.15,1,6.962356848271869
51,0.05,0.15,zz_scale_0.15,1,6.434213957929249
51,0.05,0.15,zz_scale_0.15,1,5.867817828038438
51,0.05,0.3,zz_scale_0.3,1,7.442965591727848
51,0.05,0.3,zz_scale_0.3,1,6.845223188626234
51,0.05,0.3,zz_scale_0.3,1,7.265250984659072
51,0.05,0.3,zz_scale_0.3,1,7.027944889157811
51,0.05,0.3,zz_scale_0.3,1,6.840522121430732
51,0.05,0.3,zz_scale_0.3,1,7.019207363547892
51,0.05,0.3,zz_scale_0.3,1,7.027115164756501
51,0.05,0.3,zz_scale_0.3,1,6.906055674638878
51,0.05,0.3,zz_scale_0.3,1,7.380554776588064
51,0.05,0.3,zz_scale_0.3,1,7.605640822291656
51,0.05,0.3,zz_scale_0.3,1,6.66829212591205
51,0.05,0.3,zz_scale_0.3,1,7.084245209213421
51,0.05,0.3,zz_scale_0.3,1,7.170812701297577
51,0.05,0.3,zz_scale_0.3,1,6.392931203165393
51,0.05,0.3,zz_scale_0.3,1,7.492774747309488
51,0.1,,clean,0,5.707931328448755
51,0.1,,clean,0,5.547664642104782
51,0.1,,clean,0,5.889628231717441
51,0.1,,clean,0,6.562500727181796
51,0.1,,clean,0,5.386840722540584
51,0.1,,clean,0,4.845661306982206
51,0.1,,clean,0,6.418340657692877
51,0.1,,clean,0,5.782564186059422
51,0.1,,clean,0,5.612919743284269
51,0.1,,clean,0,5.524377887457655
51,0.1,,clean,0,6.385763998603769
51,0.1,,clean,0,5.57748999256722
51,0.1,,clean,0,6.284405357194818
51,0.1,,clean,0,5.932037191712593
51,0.1,,clean,0,5.676028460487902
51,0.1,0.05,zz_scale_0.05,1,4.597102108077236
51,0.1,0.05,zz_scale_0.05,1,6.070516592405076
51,0.1,0.05,zz_scale_0.05,1,6.974841573911098
51,0.1,0.05,zz_scale_0.05,1,5.905830903625404
51,0.1,0.05,zz_scale_0.05,1,6.363967307298793
51,0.1,0.05,zz_scale_0.05,1,5.721223917557689
51,0.1,0.05,zz_scale_0.05,1,6.258702070127248
51,0.1,0.05,zz_scale_0.05,1,6.129542902284546
51,0.1,0.05,zz_scale_0.05,1,6.294281362398384
51,0.1,0.05,zz_scale_0.05,1,5.600162593780613
51,0.1,0.05,zz_scale_0.05,1,6.682200685483379
51,0.1,0.05,zz_scale_0.05,1,5.910596165991641
51,0.1,0.05,zz_scale_0.05,1,5.800223716528453
51,0.1,0.05,zz_scale_0.05,1,5.903769542100498
51,0.1,0.05,zz_scale_0.05,1,5.947258387211499
51,0.1,0.15,zz_scale_0.15,1,6.77223444774246
51,0.1,0.15,zz_scale_0.15,1,6.565305658894548
51,0.1,0.15,zz_scale_0.15,1,6.406322690653896
51,0.1,0.15,zz_scale_0.15,1,6.614178879671614
51,0.1,0.15,zz_scale_0.15,1,6.078673022695896
51,0.1,0.15,zz_scale_0.15,1,6.521192014397239
51,0.1,0.15,zz_scale_0.15,1,6.286231455662969
51,0.1,0.15,zz_scale_0.15,1,7.06777422171411
51,0.1,0.15,zz_scale_0.15,1,6.049635006527669
51,0.1,0.15,zz_scale_0.15,1,5.898701440525488
51,0.1,0.15,zz_scale_0.15,1,6.272884916485092
51,0.1,0.15,zz_scale_0.15,1,6.413326993200858
51,0.1,0.15,zz_scale_0.15,1,6.44423132657223
51,0.1,0.15,zz_scale_0.15,1,6.487003310665945
51,0.1,0.15,zz_scale_0.15,1,6.220297674633467
51,0.1,0.3,zz_scale_0.3,1,6.26966142981389
51,0.1,0.3,zz_scale_0.3,1,6.082821896801323
51,0.1,0.3,zz_scale_0.3,1,6.014474275035846
51,0.1,0.3,zz_scale_0.3,1,7.112213178666159
51,0.1,0.3,zz_scale_0.3,1,6.668646283708307
51,0.1,0.3,zz_scale_0.3,1,7.127504521836332
51,0.1,0.3,zz_scale_0.3,1,6.827202650076386
51,0.1,0.3,zz_scale_0.3,1,6.315964994239538
51,0.1,0.3,zz_scale_0.3,1,5.734635082093157
51,0.1,0.3,zz_scale_0.3,1,6.5039350278642685
51,0.1,0.3,zz_scale_0.3,1,7.435185827203597
51,0.1,0.3,zz_scale_0.3,1,6.6848692418727165
51,0.1,0.3,zz_scale_0.3,1,6.187704193773662
51,0.1,0.3,zz_scale_0.3,1,7.582754602128714
51,0.1,0.3,zz_scale_0.3,1,7.141291444470937
