seed,condition,label,score
51,clean,0,4.1447661734669605
51,clean,0,4.03269082409967
51,clean,0,3.8827665975099244
51,clean,0,3.6928433163558703
51,clean,0,4.068961098423119
51,clean,0,4.731954912657871
51,clean,0,3.6400161072954935
51,clean,0,4.528489705299268
51,clean,0,4.244044549890413
51,random_direction,1,5.748574873708632
51,random_direction,1,5.625371974262645
51,random_direction,1,6.0558212821818955
51,random_direction,1,5.749613975958626
51,random_direction,1,4.890694095211731
51,random_direction,1,5.71049668003846
51,random_direction,1,5.874163135285187
51,random_direction,1,5.053320281808786
51,random_direction,1,5.673167509214683
51,random_direction,1,5.908613841807496
51,random_direction,1,5.660413125832647
51,random_direction,1,5.6700740614540255
51,random_direction,1,6.189697160490195
51,random_direction,1,5.388021184957691
51,random_direction,1,5.60485545140518
51,white_box_optimized,1,4.890415315543617
51,white_box_optimized,1,5.338011103846085
51,white_box_optimized,1,5.421167128650993
51,white_box_optimized,1,5.32376962451133
51,white_box_optimized,1,5.404789759584388
51,white_box_optimized,1,5.418084410520779
51,white_box_optimized,1,5.8037158277394
51,white_box_optimized,1,4.611138575691123
51,white_box_optimized,1,5.585590897354321
51,white_box_optimized,1,5.168571465720372
51,white_box_optimized,1,5.617061308171192
51,white_box_optimized,1,5.081420564177303
51,white_box_optimized,1,5.4544173373708675
51,white_box_optimized,1,5.411235372973931
51,white_box_optimized,1,4.870240868299079
