seed,condition,label,score
46,random_direction,1,5.685654965885434
46,random_direction,1,6.637384244993468
46,random_direction,1,5.897674752615022
46,random_direction,1,6.323676604062271
46,random_direction,1,5.920491585295763
46,random_direction,1,6.504671397956261
46,random_direction,1,6.100413476935597
46,random_direction,1,6.259675885270057
46,random_direction,1,5.894422221845529
46,random_direction,1,6.411702359326595
46,constrained_optimized,1,5.15935042627949
46,constrained_optimized,1,5.449828991233676
46,constrained_optimized,1,5.37701309717252
46,constrained_optimized,1,4.428206221383613
46,constrained_optimized,1,5.719865568655937
46,constrained_optimized,1,5.550122630073279
46,constrained_optimized,1,5.092926593748609
46,constrained_optimized,1,5.134459307791415
46,constrained_optimized,1,5.923409779081473
46,constrained_optimized,1,4.893376563097829
46,constrained_optimized,1,6.118639494262401
46,constrained_optimized,1,5.287859797483233
46,constrained_optimized,1,5.411600890437821
46,constrained_optimized,1,5.211883426713651
46,constrained_optimized,1,4.914150530720623
47,clean,0,3.2127671860692733
47,clean,0,3.546283323255853
47,clean,0,3.8370290250251737
47,clean,0,3.9681619954703176
47,clean,0,3.538456449897582
47,clean,0,3.397403364365269
47,clean,0,3.549603309565622
47,clean,0,3.8849313599215516
47,clean,0,3.2639511506710925
47,clean,0,3.2600711304307244
47,clean,0,3.428872844993104
47,clean,0,4.110756537885478
47,clean,0,3.755222133349618
47,clean,0,4.181183516745158
47,clean,0,3.2217795276808685
47,random_direction,1,6.14788851157026
47,random_direction,1,5.9295630443642935
47,random_direction,1,7.292578761812648
47,random_direction,1,6.7030388931152025
47,random_direction,1,6.45165128713318
47,random_direction,1,6.158554301201258
47,random_direction,1,6.374515868454318
47,random_direction,1,6.608686432042204
47,random_direction,1,6.320954868021225
47,random_direction,1,6.4333269947290805
47,random_direction,1,6.071570033019948
47,random_direction,1,6.726268689688401
47,random_direction,1,6.573908032961587
47,random_direction,1,6.60785593230782
47,random_direction,1,6.434382200441942
47,constrained_optimized,1,5.610688571845891
47,constrained_optimized,1,5.778199372924438
47,constrained_optimized,1,5.688830834428315
47,constrained_optimized,1,5.874815082619288
47,constrained_optimized,1,6.025828983420772
47,constrained_optimized,1,5.493911862558409
47,constrained_optimized,1,5.500671046427276
47,constrained_optimized,1,5.436432338995262
47,constrained_optimized,1,5.897381522163407
47,constrained_optimized,1,5.512951848295441
47,constrained_optimized,1,6.312284152168989
47,constrained_optimized,1,5.9215444170095735
47,constrained_optimized,1,4.593351773804508
47,constrained_optimized,1,5.0172766834707865
47,constrained_optimized,1,6.194267363719368
48,clean,0,3.771549315351207
48,clean,0,4.0830045217179975
48,clean,0,4.104339054997598
48,clean,0,3.673074432852504
48,clean,0,3.6449926385248506
48,clean,0,3.1229044186632033
48,clean,0,4.178099361725436
48,clean,0,4.168216742564624
48,clean,0,4.272055603085398
48,clean,0,3.0046781769508084
48,clean,0,4.348115281966707
48,clean,0,3.7337237303295234
48,clean,0,3.9041697134809787
48,clean,0,4.183230742341597
48,clean,0,3.851644820189791
48,random_direction,1,6.562757387485291
48,random_direction,1,5.985633807331697
48,random_direction,1,6.673815968870192
48,random_direction,1,6.1371977939329305
48,random_direction,1,6.499737008827388
48,random_direction,1,6.795490725380461
48,random_direction,1,5.923049474454236
48,random_direction,1,6.363206359741776
48,random_direction,1,6.342737730573863
48,random_direction,1,6.05044205272309
48,random_direction,1,6.4474722159205475
48,random_direction,1,6.014120690247964
48,random_direction,1,6.300619819687121
48,random_direction,1,6.595343077501435
48,random_direction,1,6.252516629158782
48,constrained_optimized,1,5.529541201110502
48,constrained_optimized,1,5.452920191500008
48,constrained_optimized,1,5.388466342170823
48,constrained_optimized,1,6.203615793305369
48,constrained_optimized,1,6.141237437725459
48,constrained_optimized,1,6.330946745184446
48,constrained_optimized,1,5.637895323782766
48,constrained_optimized,1,6.537150275143651
48,constrained_optimized,1,5.244030456273094
48,constrained_optimized,1,6.177024741182822
48,constrained_optimized,1,5.388304520630491
48,constrained_optimized,1,5.892793172129576
48,constrained_optimized,1,5.795405012073006
48,constrained_optimized,1,5.206589858491909
48,constrained_optimized,1,6.181869159223339
49,clean,0,4.052615589351814
49,clean,0,3.682781570496801
49,clean,0,3.609370315856334
49,clean,0,3.395731108777059
49,clean,0,4.138104656937224
49,clean,0,3.677470208743771
49,clean,0,3.9916039173963784
49,clean,0,3.8870098203652774
49,clean,0,4.055692944006521
49,clean,0,4.09816805660725
49,clean,0,3.6076186022161734
49,clean,0,4.513250232855547
49,clean,0,4.157887836502157
49,clean,0,4.514103370647573
49,clean,0,3.9718458826330574
49,random_direction,1,5.0291659994111
49,random_direction,1,6.263766429905637
49,random_direction,1,5.785961101399303
49,random_direction,1,6.750560179820232
49,random_direction,1,6.118639882841924
49,random_direction,1,6.015528537628151
49,random_direction,1,5.91705909961989
