seed,noise_p,zz_scale,condition,label,delta_pilot
42,0.02,0.05,zz_scale_0.05,1,4.293155522087708
42,0.02,0.05,zz_scale_0.05,1,3.803582745785625
42,0.02,0.05,zz_scale_0.05,1,3.6001399692035356
42,0.02,0.05,zz_scale_0.05,1,4.204260306523419
42,0.02,0.05,zz_scale_0.05,1,4.193382891446744
42,0.02,0.05,zz_scale_0.05,1,3.9799154645730934
42,0.02,0.05,zz_scale_0.05,1,3.397866144266836
42,0.02,0.05,zz_scale_0.05,1,3.5914237744305626
42,0.02,0.05,zz_scale_0.05,1,3.416487639611174
42,0.02,0.05,zz_scale_0.05,1,3.9605362210233563
42,0.02,0.05,zz_scale_0.05,1,3.8592788029926868
42,0.02,0.05,zz_scale_0.05,1,3.8063110610431385
42,0.02,0.05,zz_scale_0.05,1,3.9112935159522872
42,0.02,0.05,zz_scale_0.05,1,4.186011275907445
42,0.02,0.05,zz_scale_0.05,1,3.920458853203763
42,0.02,0.15,zz_scale_0.15,1,4.30274773966165
42,0.02,0.15,zz_scale_0.15,1,4.601579812548709
42,0.02,0.15,zz_scale_0.15,1,4.0156685365092315
42,0.02,0.15,zz_scale_0.15,1,4.4551154367819485
42,0.02,0.15,zz_scale_0.15,1,4.229608816001609
42,0.02,0.15,zz_scale_0.15,1,4.38467204906306
42,0.02,0.15,zz_scale_0.15,1,3.765476382022515
42,0.02,0.15,zz_scale_0.15,1,4.360317539454617
42,0.02,0.15,zz_scale_0.15,1,3.8004073928901994
42,0.02,0.15,zz_scale_0.15,1,3.918507229991274
42,0.02,0.15,zz_scale_0.15,1,4.6606339420179905
42,0.02,0.15,zz_scale_0.15,1,4.125406156029139
42,0.02,0.15,zz_scale_0.15,1,4.460836273867361
42,0.02,0.15,zz_scale_0.15,1,4.424887913972018
42,0.02,0.15,zz_scale_0.15,1,4.4542026544218025
42,0.02,0.3,zz_scale_0.3,1,4.8357579239813475
42,0.02,0.3,zz_scale_0.3,1,4.7206528989535315
42,0.02,0.3,zz_scale_0.3,1,5.104133323753958
42,0.02,0.3,zz_scale_0.3,1,4.733296727480235
42,0.02,0.3,zz_scale_0.3,1,4.462960739849425
42,0.02,0.3,zz_scale_0.3,1,5.171825926987991
42,0.02,0.3,zz_scale_0.3,1,5.0782682081230455
42,0.02,0.3,zz_scale_0.3,1,5.376641569136742
42,0.02,0.3,zz_scale_0.3,1,5.130628463264946
42,0.02,0.3,zz_scale_0.3,1,4.881779351737742
42,0.02,0.3,zz_scale_0.3,1,5.23377624507987
42,0.02,0.3,zz_scale_0.3,1,4.540991683387917
42,0.02,0.3,zz_scale_0.3,1,4.816698521536904
42,0.02,0.3,zz_scale_0.3,1,5.223053745797254
42,0.02,0.3,zz_scale_0.3,1,5.351735355907321
42,0.05,,clean,0,3.84446858966139
42,0.05,,clean,0,3.929048312009947
42,0.05,,clean,0,4.05918249529977
42,0.05,,clean,0,3.7488768467577103
42,0.05,,clean,0,3.6254481057160115
42,0.05,,clean,0,4.385060936974438
42,0.05,,clean,0,3.6585965266978153
42,0.05,,clean,0,3.993843725961534
42,0.05,,clean,0,3.8843481359356082
42,0.05,,clean,0,4.102591973541429
42,0.05,,clean,0,4.180976034564409
42,0.05,,clean,0,3.97249988064741
42,0.05,,clean,0,4.230393745325756
42,0.05,,clean,0,4.491564289481763
42,0.05,,clean,0,3.6493704257385056
42,0.05,0.05,zz_scale_0.05,1,4.058246425645103
42,0.05,0.05,zz_scale_0.05,1,3.8204706367574617
42,0.05,0.05,zz_scale_0.05,1,3.9507029388321135
42,0.05,0.05,zz_scale_0.05,1,4.103777608385322
42,0.05,0.05,zz_scale_0.05,1,4.293098320443858
42,0.05,0.05,zz_scale_0.05,1,3.7286905448224434
42,0.05,0.05,zz_scale_0.05,1,3.973291748947159
42,0.05,0.05,zz_scale_0.05,1,3.950565917387066
42,0.05,0.05,zz_scale_0.05,1,3.6423598756811746
42,0.05,0.05,zz_scale_0.05,1,4.222310633634989
42,0.05,0.05,zz_scale_0.05,1,4.415234487616874
42,0.05,0.05,zz_scale_0.05,1,3.7032249824105596
42,0.05,0.05,zz_scale_0.05,1,3.593707601205746
42,0.05,0.05,zz_scale_0.05,1,3.8677375758666352
42,0.05,0.05,zz_scale_0.05,1,3.899790155910298
42,0.05,0.15,zz_scale_0.15,1,4.679478078410759
42,0.05,0.15,zz_scale_0.15,1,4.541470919943018
42,0.05,0.15,zz_scale_0.15,1,4.354605610027601
42,0.05,0.15,zz_scale_0.15,1,4.3323354006714725
42,0.05,0.15,zz_scale_0.15,1,4.240632312333055
42,0.05,0.15,zz_scale_0.15,1,4.0150750575503364
42,0.05,0.15,zz_scale_0.15,1,4.665445050730667
42,0.05,0.15,zz_scale_0.15,1,4.2229271291084896
42,0.05,0.15,zz_scale_0.15,1,4.700266211117994
42,0.05,0.15,zz_scale_0.15,1,4.2613501791894555
42,0.05,0.15,zz_scale_0.15,1,4.180484800273732
42,0.05,0.15,zz_scale_0.15,1,4.516894454840849
42,0.05,0.15,zz_scale_0.15,1,4.25728434010987
42,0.05,0.15,zz_scale_0.15,1,3.8969775063254715
42,0.05,0.15,zz_scale_0.15,1,4.165986531030689
42,0.05,0.3,zz_scale_0.3,1,4.552866630683432
42,0.05,0.3,zz_scale_0.3,1,5.381843793120302
42,0.05,0.3,zz_scale_0.3,1,5.442242107211895
42,0.05,0.3,zz_scale_0.3,1,4.774985006344556
42,0.05,0.3,zz_scale_0.3,1,5.157617087057638
42,0.05,0.3,zz_scale_0.3,1,5.46864438818869
42,0.05,0.3,zz_scale_0.3,1,4.917012943009038
42,0.05,0.3,zz_scale_0.3,1,4.748660073499908
42,0.05,0.3,zz_scale_0.3,1,5.261711425113542
42,0.05,0.3,zz_scale_0.3,1,4.795003821582854
42,0.05,0.3,zz_scale_0.3,1,4.89771043806421
42,0.05,0.3,zz_scale_0.3,1,5.246779368372714
42,0.05,0.3,zz_scale_0.3,1,5.482854135197204
42,0.05,0.3,zz_scale_0.3,1,5.186905534179343
42,0.05,0.3,zz_scale_0.3,1,4.612915052635928
42,0.1,,clean,0,3.7149517191059167
42,0.1,,clean,0,3.5892308429564985
42,0.1,,clean,0,3.9519005650050216
42,0.1,,clean,0,4.476318301566042
42,0.1,,clean,0,3.9765440883868686
42,0.1,,clean,0,4.12509210431357
42,0.1,,clean,0,3.8206911803250736
42,0.1,,clean,0,4.116880482494677
42,0.1,,clean,0,3.664388460932477
42,0.1,,clean,0,3.3782665760654216
42,0.1,,clean,0,3.5294932570896984
42,0.1,,clean,0,3.664535528441007
42,0.1,,clean,0,4.244408008749699
42,0.1,,clean,0,4.55573370834271
42,0.1,,clean,0,4.6089841569294
42,0.1,0.05,zz_scale_0.05,1,3.628004687359478
42,0.1,0.05,zz_scale_0.05,1,3.809832848184635
42,0.1,0.05,zz_scale_0.05,1,4.50766311597585
42,0.1,0.05,zz_scale_0.05,1,3.4677354317134617
42,0.1,0.05,zz_scale_0.05,1,3.999513717006012
42,0.1,0.05,zz_scale_0.05,1,4.117514502727481
42,0.1,0.05,zz_scale_0.05,1,4.004430851178934
42,0.1,0.05,zz_scale_0.05,1,4.015171784377036
42,0.1,0.05,zz_scale_0.05,1,3.9693841029020533
42,0.1,0.05,zz_scale_0.05,1,3.9933346139791714
42,0.1,0.05,zz_scale_0.05,1,4.111248390614807
42,0.1,0.05,zz_scale_0.05,1,3.9365810865916884
42,0.1,0.05,zz_scale_0.05,1,3.724045878097299
42,0.1,0.05,zz_scale_0.05,1,4.337366571216935
42,0.1,0.05,zz_scale_0.05,1,3.7470863955294313
42,0.1,0.15,zz_scale_0.15,1,3.708884782405369
42,0.1,0.15,zz_scale_0.15,1,4.095488966593408
42,0.1,0.15,zz_scale_0.15,1,4.236282466561894
42,0.1,0.15,zz_scale_0.15,1,3.8640621029598963
42,0.1,0.15,zz_scale_0.15,1,4.465762095909748
42,0.1,0.15,zz_scale_0.15,1,4.210354267618243
42,0.1,0.15,zz_scale_0.15,1,4.125711583979013
42,0.1,0.15,zz_scale_0.15,1,4.435127044478816
42,0.1,0.15,zz_scale_0.15,1,4.866144744329409
42,0.1,0.15,zz_scale_0.15,1,4.399973005228141
42,0.1,0.15,zz_scale_0.15,1,4.469967219278623
42,0.1,0.15,zz_scale_0.15,1,4.563845831776606
42,0.1,0.15,zz_scale_0.15,1,4.3643085318192325
42,0.1,0.15,zz_scale_0.15,1,4.809692578141052
42,0.1,0.15,zz_scale_0.15,1,4.233741428840547
42,0.1,0.3,zz_scale_0.3,1,4.634936881026022
42,0.1,0.3,zz_scale_0.3,1,4.558886129242913
42,0.1,0.3,zz_scale_0.3,1,5.094372354553576
42,0.1,0.3,zz_scale_0.3,1,4.360134923898021
42,0.1,0.3,zz_scale_0.3,1,4.784747651747755
42,0.1,0.3,zz_scale_0.3,1,5.158866171486683
42,0.1,0.3,zz_scale_0.3,1,4.701348615104881
42,0.1,0.3,zz_scale_0.3,1,4.936489532007172
42,0.1,0.3,zz_scale_0.3,1,5.469780911509838
42,0.1,0.3,zz_scale_0.3,1,5.107940473822781
42,0.1,0.3,zz_scale_0.3,1,5.096839641216565
42,0.1,0.3,zz_scale_0.3,1,4.764634056218084
42,0.1,0.3,zz_scale_0.3,1,4.692599156716543
42,0.1,0.3,zz_scale_0.3,1,5.329309596263872
42,0.1,0.3,zz_scale_0.3,1,5.01451469245554
43,0.0,,clean,0,3.980128259229222
43,0.0,,clean,0,3.6534199915766403
43,0.0,,clean,0,3.8654480213894526
43,0.0,,clean,0,3.8471346453182726
43,0.0,,clean,0,4.203653680631061
43,0.0,,clean,0,3.613740574378205
43,0.0,,clean,0,3.9730925189423543
43,0.0,,clean,0,4.2897440590759155
43,0.0,,clean,0,3.797338839005003
43,0.0,,clean,0,4.135163396691379
43,0.0,,clean,0,4.1873723988888605
43,0.0,,clean,0,3.9783356911846957
43,0.0,,clean,0,4.009260680815842
43,0.0,,clean,0,3.7367934206455313
43,0.0,,clean,0,3.7754935396543137
43,0.0,0.05,zz_scale_0.05,1,3.453051738965439
43,0.0,0.05,zz_scale_0.05,1,4.110723808583712
43,0.0,0.05,zz_scale_0.05,1,3.9421545972422867
43,0.0,0.05,zz_scale_0.05,1,4.287296170977856
43,0.0,0.05,zz_scale_0.05,1,4.140504430668617
43,0.0,0.05,zz_scale_0.05,1,3.9662017638795883
43,0.0,0.05,zz_scale_0.05,1,3.3909330249357694
43,0.0,0.05,zz_scale_0.05,1,4.2640139093838325
43,0.0,0.05,zz_scale_0.05,1,4.171279855314175
43,0.0,0.05,zz_scale_0.05,1,4.465306942508003
43,0.0,0.05,zz_scale_0.05,1,3.8114363823140183
43,0.0,0.05,zz_scale_0.05,1,4.344624725258908
43,0.0,0.05,zz_scale_0.05,1,4.599909208407006
43,0.0,0.05,zz_scale_0.05,1,4.031131897747284
43,0.0,0.05,zz_scale_0.05,1,3.794609187609388
43,0.0,0.15,zz_scale_0.15,1,4.453888428522276
43,0.0,0.15,zz_scale_0.15,1,4.190338777126998
43,0.0,0.15,zz_scale_0.15,1,4.837277395541007
43,0.0,0.15,zz_scale_0.15,1,4.8320938009592345
43,0.0,0.15,zz_scale_0.15,1,4.8219727376189345
43,0.0,0.15,zz_scale_0.15,1,4.467617816940797
43,0.0,0.15,zz_scale_0.15,1,4.8089434390760095
43,0.0,0.15,zz_scale_0.15,1,4.093583674649529
43,0.0,0.15,zz_scale_0.15,1,4.016149130266882
43,0.0,0.15,zz_scale_0.15,1,4.621008100969202
43,0.0,0.15,zz_scale_0.15,1,4.300155524496492
43,0.0,0.15,zz_scale_0.15,1,5.091180480022824
43,0.0,0.15,zz_scale_0.15,1,4.065306432975866
43,0.0,0.15,zz_scale_0.15,1,4.631652102169596
43,0.0,0.15,zz_scale_0.15,1,4.218160373260797
43,0.0,0.3,zz_scale_0.3,1,4.945598329289522
43,0.0,0.3,zz_scale_0.3,1,5.29674820248808
43,0.0,0.3,zz_scale_0.3,1,5.7032658243887795
43,0.0,0.3,zz_scale_0.3,1,5.387734667961426
43,0.0,0.3,zz_scale_0.3,1,5.335518760257522
43,0.0,0.3,zz_scale_0.3,1,5.349628759557104
43,0.0,0.3,zz_scale_0.3,1,5.426017826481374
43,0.0,0.3,zz_scale_0.3,1,5.40264951164635
43,0.0,0.3,zz_scale_0.3,1,5.262898709430915
43,0.0,0.3,zz_scale_0.3,1,5.069446875642863
43,0.0,0.3,zz_scale_0.3,1,5.040003495548698
43,0.0,0.3,zz_scale_0.3,1,5.950807046061723
43,0.0,0.3,zz_scale_0.3,1,5.057194901466298
43,0.0,0.3,zz_scale_0.3,1,5.542805608063612
43,0.0,0.3,zz_scale_0.3,1,5.11878462353249
43,0.01,,clean,0,3.978791462517773
43,0.01,,clean,0,3.3805839198640397
43,0.01,,clean,0,3.972917256464027
43,0.01,,clean,0,3.742819825999776
43,0.01,,clean,0,4.442227679846142
43,0.01,,clean,0,3.9086566340647053
43,0.01,,clean,0,4.675672780953417
43,0.01,,clean,0,3.6819872106874962
43,0.01,,clean,0,3.4959063349294253
43,0.01,,clean,0,4.202478500546272
43,0.01,,clean,0,3.3933729298032684
43,0.01,,clean,0,3.846851147367234
43,0.01,,clean,0,3.5829145118588963
43,0.01,,clean,0,3.6053646171091747
43,0.01,,clean,0,4.0530368932231635
43,0.01,0.05,zz_scale_0.05,1,4.049093225670258
43,0.01,0.05,zz_scale_0.05,1,4.779767899790202
43,0.01,0.05,zz_scale_0.05,1,3.529796949806621
43,0.01,0.05,zz_scale_0.05,1,4.061430326935338
43,0.01,0.05,zz_scale_0.05,1,3.7564975565585375
43,0.01,0.05,zz_scale_0.05,1,3.503143784323817
43,0.01,0.05,zz_scale_0.05,1,3.685704362392358
43,0.01,0.05,zz_scale_0.05,1,4.083159614248916
43,0.01,0.05,zz_scale_0.05,1,3.9504462511695313
43,0.01,0.05,zz_scale_0.05,1,4.145354391069756
43,0.01,0.05,zz_scale_0.05,1,3.1258519768162385
43,0.01,0.05,zz_scale_0.05,1,3.90307328664175
43,0.01,0.05,zz_scale_0.05,1,4.0303055431383745
43,0.01,0.05,zz_scale_0.05,1,3.9520686272099947
43,0.01,0.05,zz_scale_0.05,1,3.6737968416833446
43,0.01,0.15,zz_scale_0.15,1,4.2150722647056975
43,0.01,0.15,zz_scale_0.15,1,5.334266768687462
43,0.01,0.15,zz_scale_0.15,1,4.537030386651331
43,0.01,0.15,zz_scale_0.15,1,4.475531370443501
43,0.01,0.15,zz_scale_0.15,1,4.799672892582183
43,0.01,0.15,zz_scale_0.15,1,4.393570069242532
43,0.01,0.15,zz_scale_0.15,1,5.029495667073681
43,0.01,0.15,zz_scale_0.15,1,4.509725392740437
43,0.01,0.15,zz_scale_0.15,1,4.29938153957004
43,0.01,0.15,zz_scale_0.15,1,4.715756963046398
43,0.01,0.15,zz_scale_0.15,1,4.057381164833696
43,0.01,0.15,zz_scale_0.15,1,4.411354810207231
43,0.01,0.15,zz_scale_0.15,1,4.594932006483114
43,0.01,0.15,zz_scale_0.15,1,4.495918609325182
43,0.01,0.15,zz_scale_0.15,1,4.478865362311066
43,0.01,0.3,zz_scale_0.3,1,5.6972828218272165
43,0.01,0.3,zz_scale_0.3,1,5.08632040487907
43,0.01,0.3,zz_scale_0.3,1,5.565945024842733
43,0.01,0.3,zz_scale_0.3,1,5.4553716996289365
43,0.01,0.3,zz_scale_0.3,1,5.3946011811249015
43,0.01,0.3,zz_scale_0.3,1,6.0788394985742755
43,0.01,0.3,zz_scale_0.3,1,5.361318336380666
43,0.01,0.3,zz_scale_0.3,1,4.734799204547452
43,0.01,0.3,zz_scale_0.3,1,5.353284262246718
43,0.01,0.3,zz_scale_0.3,1,4.54494898465471
43,0.01,0.3,zz_scale_0.3,1,5.4066789040689
43,0.01,0.3,zz_scale_0.3,1,5.006761769225032
43,0.01,0.3,zz_scale_0.3,1,5.175147416242385
43,0.01,0.3,zz_scale_0.3,1,5.885358481922915
43,0.01,0.3,zz_scale_0.3,1,5.067841820489266
43,0.02,,clean,0,3.4683476936521833
43,0.02,,clean,0,4.105715513139221
43,0.02,,clean,0,3.648297630804377
43,0.02,,clean,0,3.836300992814167
43,0.02,,clean,0,4.727476156815409
43,0.02,,clean,0,4.131148288465739
43,0.02,,clean,0,3.946110990669782
43,0.02,,clean,0,3.892997112258783
43,0.02,,clean,0,3.879970960530659
43,0.02,,clean,0,3.9150777695959156
43,0.02,,clean,0,3.3060252266586345
43,0.02,,clean,0,3.5170024775490445
43,0.02,,clean,0,3.6422543590583625
43,0.02,,clean,0,4.292828385129371
43,0.02,,clean,0,3.99428914358573
43,0.02,0.05,zz_scale_0.05,1,4.2937660882734905
43,0.02,0.05,zz_scale_0.05,1,4.042494216119396
43,0.02,0.05,zz_scale_0.05,1,3.475766546246811
43,0.02,0.05,zz_scale_0.05,1,3.6866000268669232
43,0.02,0.05,zz_scale_0.05,1,3.8806822491231943
43,0.02,0.05,zz_scale_0.05,1,4.685459257285198
43,0.02,0.05,zz_scale_0.05,1,3.7230310199383947
43,0.02,0.05,zz_scale_0.05,1,3.524051625604741
43,0.02,0.05,zz_scale_0.05,1,3.816153227181295
43,0.02,0.05,zz_scale_0.05,1,3.543252180648842
43,0.02,0.05,zz_scale_0.05,1,4.472186637421649
43,0.02,0.05,zz_scale_0.05,1,3.749516234478516
43,0.02,0.05,zz_scale_0.05,1,3.8116632820860477
43,0.02,0.05,zz_scale_0.05,1,3.7761257737178613
43,0.02,0.05,zz_scale_0.05,1,3.8381265985978406
43,0.02,0.15,zz_scale_0.15,1,3.9142541202515515
43,0.02,0.15,zz_scale_0.15,1,4.660864172973678
43,0.02,0.15,zz_scale_0.15,1,4.389335386264927
43,0.02,0.15,zz_scale_0.15,1,5.087361143345165
43,0.02,0.15,zz_scale_0.15,1,4.039097189184835
43,0.02,0.15,zz_scale_0.15,1,4.23878553908659
43,0.02,0.15,zz_scale_0.15,1,4.184178403525964
43,0.02,0.15,zz_scale_0.15,1,4.1443912660858135
43,0.02,0.15,zz_scale_0.15,1,5.124749776203694
43,0.02,0.15,zz_scale_0.15,1,4.410430098075055
43,0.02,0.15,zz_scale_0.15,1,4.890882471725438
43,0.02,0.15,zz_scale_0.15,1,4.4854126919659505
43,0.02,0.15,zz_scale_0.15,1,3.9813836530746585
43,0.02,0.15,zz_scale_0.15,1,4.262895088432858
43,0.02,0.15,zz_scale_0.15,1,3.668565735042422
43,0.02,0.3,zz_scale_0.3,1,5.736939725702125
43,0.02,0.3,zz_scale_0.3,1,5.154685955912759
43,0.02,0.3,zz_scale_0.3,1,5.377023154333522
43,0.02,0.3,zz_scale_0.3,1,5.5136001893855
43,0.02,0.3,zz_scale_0.3,1,5.113262126388776
43,0.02,0.3,zz_scale_0.3,1,4.855311204189545
43,0.02,0.3,zz_scale_0.3,1,5.04275862263433
43,0.02,0.3,zz_scale_0.3,1,5.761076387315764
43,0.02,0.3,zz_scale_0.3,1,4.642382695530542
43,0.02,0.3,zz_scale_0.3,1,5.082584647082571
43,0.02,0.3,zz_scale_0.3,1,4.909754951040609
43,0.02,0.3,zz_scale_0.3,1,5.3373457114221425
43,0.02,0.3,zz_scale_0.3,1,5.0169600899900395
43,0.02,0.3,zz_scale_0.3,1,5.654601679874778
43,0.02,0.3,zz_scale_0.3,1,4.883433217039892
43,0.05,,clean,0,4.0100131584875065
43,0.05,,clean,0,3.3185772498224773
43,0.05,,clean,0,4.044878507655231
43,0.05,,clean,0,3.883777640908133
43,0.05,,clean,0,4.106815160190847
43,0.05,,clean,0,3.4802934038795352
43,0.05,,clean,0,3.5762625520646334
43,0.05,,clean,0,3.97510194357447
43,0.05,,clean,0,3.4095362874601105
43,0.05,,clean,0,3.712934281754988
43,0.05,,clean,0,3.9215243022517936
43,0.05,,clean,0,3.8229013785625336
43,0.05,,clean,0,3.5544400393959648
43,0.05,,clean,0,4.304431854589376
43,0.05,,clean,0,3.7650458061194176
43,0.05,0.05,zz_scale_0.05,1,3.255123649652311
43,0.05,0.05,zz_scale_0.05,1,4.513815610949614
43,0.05,0.05,zz_scale_0.05,1,3.852997509143229
43,0.05,0.05,zz_scale_0.05,1,4.347506853657297
43,0.05,0.05,zz_scale_0.05,1,3.525240912452752
43,0.05,0.05,zz_scale_0.05,1,3.629228483365242
43,0.05,0.05,zz_scale_0.05,1,4.218646698535605
43,0.05,0.05,zz_scale_0.05,1,4.135262866617962
43,0.05,0.05,zz_scale_0.05,1,3.976086255614386
43,0.05,0.05,zz_scale_0.05,1,3.9820829838544785
43,0.05,0.05,zz_scale_0.05,1,3.7426366767843415
43,0.05,0.05,zz_scale_0.05,1,3.7060127055811187
43,0.05,0.05,zz_scale_0.05,1,4.027986554605984
43,0.05,0.05,zz_scale_0.05,1,4.048938058719997
43,0.05,0.05,zz_scale_0.05,1,3.848986220890253
43,0.05,0.15,zz_scale_0.15,1,4.665147841910457
43,0.05,0.15,zz_scale_0.15,1,4.1126789984050225
43,0.05,0.15,zz_scale_0.15,1,4.365714665417405
43,0.05,0.15,zz_scale_0.15,1,4.535927106744111
43,0.05,0.15,zz_scale_0.15,1,4.1543836600656086
43,0.05,0.15,zz_scale_0.15,1,4.874812618604461
43,0.05,0.15,zz_scale_0.15,1,4.013521847057856
43,0.05,0.15,zz_scale_0.15,1,4.3536611842946895
43,0.05,0.15,zz_scale_0.15,1,4.197667350680719
43,0.05,0.15,zz_scale_0.15,1,4.796631869658843
43,0.05,0.15,zz_scale_0.15,1,4.187182242103655
43,0.05,0.15,zz_scale_0.15,1,4.380810078939744
43,0.05,0.15,zz_scale_0.15,1,4.070493903393013
43,0.05,0.15,zz_scale_0.15,1,4.408937123999688
43,0.05,0.15,zz_scale_0.15,1,4.755454616428796
43,0.05,0.3,zz_scale_0.3,1,4.727064798315906
43,0.05,0.3,zz_scale_0.3,1,5.3492122094614585
43,0.05,0.3,zz_scale_0.3,1,4.9863738138017775
43,0.05,0.3,zz_scale_0.3,1,5.605022629611896
43,0.05,0.3,zz_scale_0.3,1,5.168541192288807
43,0.05,0.3,zz_scale_0.3,1,5.748382013677074
43,0.05,0.3,zz_scale_0.3,1,5.477201881841392
43,0.05,0.3,zz_scale_0.3,1,5.13107704401411
43,0.05,0.3,zz_scale_0.3,1,5.863217198284056
43,0.05,0.3,zz_scale_0.3,1,5.619505026424247
43,0.05,0.3,zz_scale_0.3,1,5.481982019164212
43,0.05,0.3,zz_scale_0.3,1,5.295080296258987
43,0.05,0.3,zz_scale_0.3,1,5.656393861851401
43,0.05,0.3,zz_scale_0.3,1,6.179320078731948
43,0.05,0.3,zz_scale_0.3,1,4.952881283725962
43,0.1,,clean,0,4.069529858552804
43,0.1,,clean,0,3.9562176922373093
43,0.1,,clean,0,3.948527354394491
43,0.1,,clean,0,4.092513696230263
43,0.1,,clean,0,4.028026205350543
43,0.1,,clean,0,4.072688843456022
43,0.1,,clean,0,3.6713364414759946
43,0.1,,clean,0,4.130204568234733
43,0.1,,clean,0,3.744193564321395
43,0.1,,clean,0,4.2355381738699265
43,0.1,,clean,0,3.802877814833468
43,0.1,,clean,0,4.004447501843587
43,0.1,,clean,0,4.466937534008739
43,0.1,,clean,0,3.7252591115796427
43,0.1,,clean,0,3.6299403701417785
43,0.1,0.05,zz_scale_0.05,1,4.1659348209779195
43,0.1,0.05,zz_scale_0.05,1,3.6763459775911596
43,0.1,0.05,zz_scale_0.05,1,3.994164652491581
43,0.1,0.05,zz_scale_0.05,1,4.257064402424526
43,0.1,0.05,zz_scale_0.05,1,4.166979278688748
43,0.1,0.05,zz_scale_0.05,1,4.100925286965921
43,0.1,0.05,zz_scale_0.05,1,4.053304433422446
43,0.1,0.05,zz_scale_0.05,1,3.425193569776231
43,0.1,0.05,zz_scale_0.05,1,3.7352334724411453
43,0.1,0.05,zz_scale_0.05,1,4.025890378350024
43,0.1,0.05,zz_scale_0.05,1,4.259789168651525
43,0.1,0.05,zz_scale_0.05,1,3.678349094050779
43,0.1,0.05,zz_scale_0.05,1,4.285807635437853
43,0.1,0.05,zz_scale_0.05,1,4.635631196606255
43,0.1,0.05,zz_scale_0.05,1,4.4968669117313205
43,0.1,0.15,zz_scale_0.15,1,4.087776233078831
43,0.1,0.15,zz_scale_0.15,1,4.494366862354987
43,0.1,0.15,zz_scale_0.15,1,4.91765702268919
43,0.1,0.15,zz_scale_0.15,1,4.294985236233572
43,0.1,0.15,zz_scale_0.15,1,4.182729303969297
43,0.1,0.15,zz_scale_0.15,1,4.770360061570438
43,0.1,0.15,zz_scale_0.15,1,5.05717846587104
43,0.1,0.15,zz_scale_0.15,1,4.381712074663044
43,0.1,0.15,zz_scale_0.15,1,4.458805763346873
43,0.1,0.15,zz_scale_0.15,1,4.128432712194235
43,0.1,0.15,zz_scale_0.15,1,4.145277729441026
43,0.1,0.15,zz_scale_0.15,1,3.7307782546886292
43,0.1,0.15,zz_scale_0.15,1,4.600047653947631
43,0.1,0.15,zz_scale_0.15,1,4.377270747185173
43,0.1,0.15,zz_scale_0.15,1,3.810621657836328
43,0.1,0.3,zz_scale_0.3,1,5.291964496498063
43,0.1,0.3,zz_scale_0.3,1,4.8447055442134515
43,0.1,0.3,zz_scale_0.3,1,5.497124655822433
43,0.1,0.3,zz_scale_0.3,1,5.056008170568947
43,0.1,0.3,zz_scale_0.3,1,5.137420017751703
43,0.1,0.3,zz_scale_0.3,1,5.248208329881832
43,0.1,0.3,zz_scale_0.3,1,5.40863743683111
43,0.1,0.3,zz_scale_0.3,1,5.156842700056764
43,0.1,0.3,zz_scale_0.3,1,5.2317926597923625
43,0.1,0.3,zz_scale_0.3,1,5.066694915512181
43,0.1,0.3,zz_scale_0.3,1,4.96685428913437
43,0.1,0.3,zz_scale_0.3,1,4.7856903249279314
43,0.1,0.3,zz_scale_0.3,1,4.933560650081438
43,0.1,0.3,zz_scale_0.3,1,5.198822607106692
43,0.1,0.3,zz_scale_0.3,1,5.549091519678882
44,0.0,,clean,0,4.546828086719641
44,0.0,,clean,0,3.560770676764268
44,0.0,,clean,0,3.6754807458130876
44,0.0,,clean,0,4.423030316192635
44,0.0,,clean,0,3.282503989687273
44,0.0,,clean,0,3.846208426280238
44,0.0,,clean,0,4.283489047530357
44,0.0,,clean,0,3.9880218960580063
44,0.0,,clean,0,4.213386575552468
44,0.0,,clean,0,3.731271788032586
44,0.0,,clean,0,3.6656834222459778
44,0.0,,clean,0,4.242383466498292
44,0.0,,clean,0,4.248670255463472
44,0.0,,clean,0,3.1857878730212223
44,0.0,,clean,0,4.302231906810423
44,0.0,0.05,zz_scale_0.05,1,3.791409657171501
44,0.0,0.05,zz_scale_0.05,1,3.8252949665471982
44,0.0,0.05,zz_scale_0.05,1,4.034471294072817
44,0.0,0.05,zz_scale_0.05,1,3.923751992086148
44,0.0,0.05,zz_scale_0.05,1,3.883594798919106
44,0.0,0.05,zz_scale_0.05,1,3.6333134228298087
44,0.0,0.05,zz_scale_0.05,1,3.9401010855900496
44,0.0,0.05,zz_scale_0.05,1,4.13345228917269
44,0.0,0.05,zz_scale_0.05,1,3.977390043459923
44,0.0,0.05,zz_scale_0.05,1,4.02229944726222
44,0.0,0.05,zz_scale_0.05,1,3.9987621493549534
44,0.0,0.05,zz_scale_0.05,1,4.483048377588565
44,0.0,0.05,zz_scale_0.05,1,4.612661121262119
44,0.0,0.05,zz_scale_0.05,1,3.932918046493833
44,0.0,0.05,zz_scale_0.05,1,4.3634195797634145
44,0.0,0.15,zz_scale_0.15,1,3.987074289997458
44,0.0,0.15,zz_scale_0.15,1,4.068523892281169
44,0.0,0.15,zz_scale_0.15,1,3.893457218668663
44,0.0,0.15,zz_scale_0.15,1,3.944779092473087
44,0.0,0.15,zz_scale_0.15,1,4.015985990987367
44,0.0,0.15,zz_scale_0.15,1,3.92506485372376
