seed,noise_p,zz_scale,condition,label,delta_pilot
42,0.01,0.3,zz_scale_0.3,1,5.154850537359963
42,0.01,0.3,zz_scale_0.3,1,5.217670810370473
42,0.01,0.3,zz_scale_0.3,1,4.954722884949001
42,0.01,0.3,zz_scale_0.3,1,5.305782927059949
42,0.01,0.3,zz_scale_0.3,1,4.831631044578966
42,0.01,0.3,zz_scale_0.3,1,4.949002703608792
42,0.01,0.3,zz_scale_0.3,1,5.411322265215983
42,0.02,,clean,0,3.6476181453500813
42,0.02,,clean,0,3.591816419652656
42,0.02,,clean,0,3.9619823426832204
42,0.02,,clean,0,3.1963080948441607
42,0.02,,clean,0,3.5689083323991535
42,0.02,,clean,0,4.030682424298691
42,0.02,,clean,0,3.7098224200084253
42,0.02,,clean,0,3.9459828373434895
42,0.02,,clean,0,3.5144202900831605
42,0.02,,clean,0,3.6763565973854218
42,0.02,,clean,0,4.184070450962783
42,0.02,,clean,0,3.775726991630506
42,0.02,,clean,0,4.174541474036751
42,0.02,,clean,0,3.5517149552244054
42,0.02,,clean,0,4.036803172388186
