seed,condition,label,score_manifold,score_naive_offdiag,score_trace_distance
43,z_only,1,6.151389757899763,10.499190046809154,0.5380784049038567
43,z_only,1,5.923031061732289,10.010718457165535,0.5365645981646765
43,z_only,1,5.685496424810026,9.771467307206036,0.5118489026344764
43,z_only,1,5.678725523144199,9.603026135102647,0.5070510483462604
43,z_only,1,6.306791876442926,10.28395806107295,0.5254295637815474
43,z_only,1,5.62258665259426,10.401067992325126,0.5408260829469205
43,z_only,1,5.794073100230608,10.261654067534877,0.5253247666256085
43,z_only,1,5.985343760974161,9.984788970243557,0.5371218846976156
43,z_only,1,5.496461925315339,9.00342355167183,0.5206210938721465
43,z_only,1,6.074900788691484,10.166817948162215,0.5367940951852865
43,z_only,1,5.679072058610633,9.95291026863097,0.5277945675259653
43,z_only,1,5.621109035485532,9.927828062029679,0.5268151461827126
43,z_only,1,5.761193077407268,9.7988542130523,0.5162356836562256
43,z_only,1,5.991045353637578,9.922078927778783,0.5339156095785766
43,z_only,1,5.3484872803268315,9.885117822368594,0.5269017787857203
44,clean,0,3.4497046301524428,7.367341128068802,0.25911578110845807
44,clean,0,4.435479651585798,8.691470466918993,0.29076301983891145
44,clean,0,3.8156725197384778,7.950831432809837,0.23721468135856758
44,clean,0,3.7788976596527117,7.469842952797199,0.2552907820984548
44,clean,0,3.993168245814148,8.27433341826677,0.25548200265362797
44,clean,0,3.9857540383458683,7.683617537597217,0.2701245385053442
44,clean,0,3.6208507882612113,7.712242996927566,0.2546814440200126
44,clean,0,4.544907822907546,8.31480884381381,0.26443226012136695
44,clean,0,4.4867129833468935,8.168153500849787,0.26035476605706975
44,clean,0,3.9152302301260296,7.986953778825462,0.2759638535898201
44,clean,0,3.758990550497058,8.19688246814364,0.25621131073667747
44,clean,0,3.4514084473836872,8.288344113905204,0.24362244174305764
44,clean,0,3.499101928932199,7.601973958413763,0.24492704737562093
44,clean,0,4.072644398852653,8.464445076882066,0.2759624327120245
44,clean,0,3.651211153101351,8.038573517837992,0.27363713903280407
44,zz_scale_0.05,1,4.306493579483905,7.8714039375365195,0.29498417439809654
44,zz_scale_0.05,1,4.229340958701266,8.432816930528023,0.2763815116812326
44,zz_scale_0.05,1,3.8043059432582007,7.780461096482737,0.2447591638337978
44,zz_scale_0.05,1,3.4896964338898324,7.8494276890029715,0.2679967399675849
44,zz_scale_0.05,1,4.166237955834853,8.905226920358217,0.29942862871866915
44,zz_scale_0.05,1,3.9069752165446543,7.711449708842222,0.2594932781149948
44,zz_scale_0.05,1,4.374761154911959,8.176029128167302,0.26668405826979324
44,zz_scale_0.05,1,3.3367494287537296,7.494885919962051,0.25035090708796237
44,zz_scale_0.05,1,4.181837021038562,8.075826907168766,0.26311457859223647
44,zz_scale_0.05,1,3.716474919172708,7.104810225593908,0.2502658350147002
44,zz_scale_0.05,1,4.331385818038406,8.936977479471848,0.28462274916607067
44,zz_scale_0.05,1,4.460099105350667,8.217498115521487,0.26503401021390915
44,zz_scale_0.05,1,4.661513632150844,8.138685820661344,0.28766782498493887
44,zz_scale_0.05,1,3.9010268365067535,8.724992795644923,0.28943914832373785
44,zz_scale_0.05,1,4.03422010227112,7.29010678669931,0.2436365086009862
44,zz_scale_0.15,1,4.1005070772865455,8.458033493178858,0.2783018679432224
44,zz_scale_0.15,1,4.283042858535552,8.211007727654298,0.3088760784109495
44,zz_scale_0.15,1,3.958250344363687,8.983804368034784,0.2797267514401084
44,zz_scale_0.15,1,4.260399806292258,8.267327428720389,0.31534816907267843
44,zz_scale_0.15,1,4.745185971053645,8.623552085133591,0.3192970468099251
44,zz_scale_0.15,1,5.216223387868956,9.183968066498888,0.3047011942126068
44,zz_scale_0.15,1,4.285425067112726,8.096734283552191,0.3118231607442333
44,zz_scale_0.15,1,4.438906787802959,8.454702524957106,0.3023762663369146
44,zz_scale_0.15,1,4.41871540348896,8.210299699676575,0.3068960896649652
44,zz_scale_0.15,1,3.968978657938988,8.228054428740187,0.3088654678780776
44,zz_scale_0.15,1,4.2331937991553765,8.76231258417305,0.2982354735294741
44,zz_scale_0.15,1,4.711250558508546,9.083883195313952,0.3169807464535055
44,zz_scale_0.15,1,4.333561412625637,8.175097779222593,0.29804241232590656
44,zz_scale_0.15,1,4.903225686991983,8.458921315146439,0.3055965693492275
44,zz_scale_0.15,1,4.514205939098642,8.341846508844876,0.32724218343620237
44,zz_scale_0.3,1,5.122470287211955,8.618389587602103,0.3796830838148974
44,zz_scale_0.3,1,5.279237706304924,9.597834165152443,0.3682025251507216
44,zz_scale_0.3,1,4.814589694742584,9.297951090010681,0.3695619790002403
44,zz_scale_0.3,1,4.99276874427395,9.472443929863175,0.3676959242154582
44,zz_scale_0.3,1,4.382659141140983,8.797820318318443,0.3794549037853151
44,zz_scale_0.3,1,4.8695228933898225,9.243672742464721,0.38555162138455557
44,zz_scale_0.3,1,4.9694495370330305,9.597718542030536,0.3937401595606051
44,zz_scale_0.3,1,4.8163664440190415,8.725493670767442,0.3490438357745403
44,zz_scale_0.3,1,4.551156155098333,8.711735571449514,0.3556916601504268
44,zz_scale_0.3,1,5.3277918148587355,8.919376404113194,0.3702666100670632
44,zz_scale_0.3,1,4.947207212846596,9.07942228884467,0.3844639850012744
44,zz_scale_0.3,1,5.158831070620276,9.752643563893457,0.3680356560278115
44,zz_scale_0.3,1,5.274744675005241,8.48210334750723,0.36267775451083456
44,zz_scale_0.3,1,4.915842166252359,8.788022985230421,0.3682437316901799
44,zz_scale_0.3,1,5.057247897606605,9.53949476908298,0.39521464692904795
44,zz_scale_0.6,1,5.586615816608949,10.33339965860148,0.48392415787827014
44,zz_scale_0.6,1,6.337014187607215,11.24445634337045,0.507360191470307
44,zz_scale_0.6,1,5.960530787072538,11.59338620010239,0.5138201403411449
44,zz_scale_0.6,1,5.546516263355612,10.471680137034108,0.4715981819251711
44,zz_scale_0.6,1,6.326014051206505,11.22066785115741,0.49488721223453086
44,zz_scale_0.6,1,5.780632069052983,11.248004078288771,0.49781592769907046
44,zz_scale_0.6,1,5.445446035242675,10.625967282093834,0.48422102582303694
44,zz_scale_0.6,1,6.277096188197743,11.376257371199184,0.5148714697593291
44,zz_scale_0.6,1,5.885512403475262,11.247316220477284,0.4725334812529115
44,zz_scale_0.6,1,5.316815565166908,10.764457649865296,0.5117826207828435
44,zz_scale_0.6,1,5.860547879863069,10.655257310820677,0.5084068334861527
44,zz_scale_0.6,1,6.439782771325924,11.316281944702974,0.5195905004300247
44,zz_scale_0.6,1,6.198720662732483,10.731421513133238,0.5005628874943366
44,zz_scale_0.6,1,6.48483551570915,11.653980042506166,0.5108508765824017
44,zz_scale_0.6,1,5.550078312657392,10.615633497878726,0.46931032224388664
44,zz_scale_1.0,1,5.749865703863065,10.909448035154721,0.5459669712522579
44,zz_scale_1.0,1,6.728949910178152,12.081558260664075,0.5891979858335934
44,zz_scale_1.0,1,7.301895971394697,11.840948407263197,0.5647251927893933
44,zz_scale_1.0,1,6.729517245423399,11.726592338655937,0.5744848641536873
44,zz_scale_1.0,1,6.548270557384324,11.35014157568536,0.5514135272926639
44,zz_scale_1.0,1,6.244760918157717,11.550730404428204,0.5819537924302696
44,zz_scale_1.0,1,6.639188453893535,11.832912109263065,0.5650522273190972
44,zz_scale_1.0,1,6.192398607376405,11.749425757201612,0.5634835915064599
44,zz_scale_1.0,1,6.373856478174294,11.850212421638707,0.5593020869295693
44,zz_scale_1.0,1,6.66774094423142,12.166554131494596,0.595347246276726
44,zz_scale_1.0,1,6.6903798898684785,11.636761159484868,0.5642400459020847
44,zz_scale_1.0,1,6.195215039338451,11.576589681367512,0.5509100685569628
44,zz_scale_1.0,1,6.083400292738078,11.72040353956619,0.5746030498518848
44,zz_scale_1.0,1,6.930534475141548,11.987885096683387,0.5751938091595976
44,zz_scale_1.0,1,6.458172531875885,12.080801836435029,0.5753988318303608
44,z_only,1,6.0961291103867286,11.790056352895423,0.5497441780072103
44,z_only,1,6.035292423022147,11.672841492060286,0.5547375349882764
44,z_only,1,6.015202148276691,11.81581908102346,0.5712793784571395
44,z_only,1,6.389135793723705,12.0903410838665,0.5807928429020595
44,z_only,1,5.651943041322778,11.495478246675527,0.5723472205967026
44,z_only,1,5.872166895111784,11.285946339726454,0.5425027550306154
44,z_only,1,5.587784672430132,11.434135822148775,0.5674161573347682
44,z_only,1,6.297201457131484,11.828102923102389,0.5786706729034923
44,z_only,1,6.197153809352681,11.48943572228204,0.5706563162114446
44,z_only,1,6.931728655459196,12.22826154412344,0.5853611512976127
44,z_only,1,6.151578146254377,12.152708462260104,0.5802387117148624
44,z_only,1,6.220026083523119,12.319130005928706,0.570255426066398
44,z_only,1,6.420088112383547,11.825524745260681,0.5699470647052127
44,z_only,1,6.2678490981541275,12.262138342783555,0.5951325021682992
44,z_only,1,6.315971646323469,11.9950380060882,0.575097582512861
45,clean,0,4.524770824924735,7.652679092494853,0.2717077799419549
45,clean,0,3.94680417788843,7.2243046351450255,0.2664706075850177
45,clean,0,4.306071199921184,7.425199113615129,0.2741311721140832
45,clean,0,3.559127448454152,7.6359523854838995,0.2801505551855125
45,clean,0,3.8740570749219874,7.9693231666511615,0.2618902894396923
45,clean,0,3.9830589409385895,7.174219303554655,0.26229369169834316
