seed,condition,label,delta_pilot
48,zz_scale_0.15,1,7.659263656384016
48,zz_scale_0.15,1,7.7293767062533165
48,zz_scale_0.15,1,8.34818863463031
48,zz_scale_0.15,1,7.030174603409042
48,zz_scale_0.3,1,7.774305440064496
48,zz_scale_0.3,1,7.815998702275219
48,zz_scale_0.3,1,7.974177471922978
48,zz_scale_0.3,1,8.958703191196303
48,zz_scale_0.3,1,8.079369935513238
48,zz_scale_0.3,1,8.074785845595258
48,zz_scale_0.3,1,8.076623607855987
48,zz_scale_0.3,1,7.72070184164686
48,zz_scale_0.3,1,8.362360991519132
48,zz_scale_0.3,1,7.7653925262497285
48,zz_scale_0.3,1,7.598425681107691
48,zz_scale_0.3,1,8.622250477881481
48,zz_scale_0.3,1,7.359630675579769
48,zz_scale_0.3,1,7.953138879426718
